en	hi
glass on the table is upside down##cup,person,person,cup,bottle,person,person,person,person,cup	तालिका का कांच नीचे से ऊपर है
name of the next stop on the bus##bus,bus,car,person	बस के अगले पड़ाव का नाम
three giraffes standing near each other##giraffe,giraffe,giraffe,cow	एक दूसरे के पास तीन जिराफ़ खड़े हैं
a man in a blue jacket##person,person,person,person,person,person,person,person,person,person	नीली जैकेट में एक आदमी
a horse-drawn cart##person,person,bus,truck,person,person,person,person,truck,car	घोड़े की नाल वाली गाड़ी
person on the boat##person,dog,person,boat	नाव पर व्यक्ति
dog in the water##person,dog,person,dog,person,dog,person,dog,dog,dog	पानी में कुत्ता
a tan couch##couch,chair,remote,dining table,remote,remote,remote	एक तन सोफे
person sitting watching tennis match##person,person,person,person,person,person,person,person,person,person	टेनिस मैच देखने वाला व्यक्ति
a horse walks down the street##horse,person,person,horse,person,person,truck,potted plant,motorcycle	एक घोड़ा सड़क पर चलता है
Dead plant at the center of railings.##train,train,train	रेलिंग के केंद्र में मृत संयंत्र।
a brown and green hedge##car,airplane,clock	एक भूरे और हरे रंग की हेज
chocolate glazed doughnuts##donut,donut,donut,donut,donut,donut,donut,donut,donut,donut	चॉकलेट चमकता हुआ डोनट्स
three airplanes on a runway##airplane,airplane,airplane,airplane,airplane	एक रनवे पर तीन हवाई जहाज
man and his brown horse##horse,person,bench,person,bench,person,person,person,person,person	आदमी और उसका भूरा घोड़ा
street pole with signs##car,person,traffic light,car,car,car,car,car,person,car	संकेतों के साथ सड़क का पोल
wooden bench with wooden slats##bench	लकड़ी के स्लेट के साथ लकड़ी की बेंच
brightly colored van##person,truck,chair,dining table,dining table,clock,frisbee,potted plant,bus,chair	चमकीला वैन
wooden table with two wooden chairs##chair,cup,chair,bowl,orange,dining table,apple,apple,spoon,apple	दो लकड़ी की कुर्सियों के साथ लकड़ी की मेज
the head of a elephant##elephant,elephant,elephant	एक हाथी का सिर
brown and toasted bread##dining table,cup,cup,sandwich,cup,person,sandwich,cup,sandwich	ब्राउन और टोस्टेड ब्रेड
brown haired women smiling##vase,person,person,dining table,person,fork,person,handbag,person,person	भूरे बालों वाली महिलाओं मुस्कुरा रही है
a brick in a sidewalk##person,bench,person,person,person,person,person,person,bench,bird	एक फुटपाथ में एक ईंट
frisbee team in yellow uniforms posing for picture##bicycle,person,person,person,person,person,person,person,person,person	तस्वीर के लिए पीली वर्दी में फ्रिस्बी टीम
boy has grey pants##person,person,person,person,person,car,car,person,chair,chair	लड़के के पास ग्रे पैंट है
a blue bike locked for safety##bicycle,dog,potted plant,sports ball	एक नीले रंग की बाइक सुरक्षा के लिए बंद
a view of glass##bus,person,car,person,traffic light,person,person,person,person,person	कांच का एक दृश्य
Round blue sign with white arrow.##motorcycle,person,motorcycle,person,person,person,person,person,motorcycle,person	सफेद तीर के साथ गोल नीला चिन्ह।
several clocks set to different time zones##clock,clock,clock,clock,clock,clock,person,clock,backpack,traffic light	कई घड़ियों अलग-अलग समय क्षेत्रों में सेट होती हैं
glass on top of desk##keyboard,laptop,tv,cat,cup,keyboard,cup,keyboard,mouse,book	डेस्क के ऊपर काँच
a group of men##person,cake,person,person,person,knife,tie,dining table,dining table,knife	पुरुषों का एक समूह
a motorcycle goes up a ramp##person,person,motorcycle,motorcycle,couch	एक मोटरसाइकिल एक रैंप पर जाती है
man is on skateboard##person,skateboard,person,person,bicycle,car,car,person,person,person	आदमी स्केटबोर्ड पर है
white tennis net on court##person,person,person,person,person,person,tennis racket,person,person,person	कोर्ट पर सफेद टेनिस नेट
A wall on the side of a building##person,person,person,train,person,person,person,person,suitcase,suitcase	किसी भवन के किनारे की एक दीवार
a cloud-filled sky##airplane,person,truck	एक बादल से भरा आकाश
Woman riding a motorcycle.##motorcycle,person,person,person,person,kite	मोटरसाइकिल पर सवार महिला।
people ride atop a brightly colored elephant##person,elephant,person,person,person,person,truck,person,person,person	लोग चमकीले रंग के हाथी के ऊपर चढ़ते हैं
red GMC pickup truck##truck,truck,truck,truck	लाल जीएमसी पिकअप ट्रक
A wall on the side of a building##tv,suitcase,chair,couch,suitcase,chair,book,book,book,tv	इमारत के किनारे पर एक दीवार
man holding the helmet##person,person,person,person,skis,person,person,skis,person,umbrella	हेलमेट पकड़े आदमी
women hold red umbrellas##person,person,umbrella,umbrella,person,person,person,umbrella,person,person	महिलाओं ने लाल छाता धारण किया
A blue sky with clouds.##person,train,train,car,person	बादलों वाला नीला आसमान।
shiny blue train on tracks##train,traffic light,traffic light,car,car,traffic light	पटरियों पर चमकदार नीली ट्रेन
A wall on the side of a building##truck,person,person,motorcycle,person,motorcycle,person,stop sign	किसी भवन के किनारे की एक दीवार
train on train tracks##train,person	ट्रेन पटरियों पर ट्रेन
a lamp that is white in color##couch,chair,vase,potted plant,book,clock,dining table,bowl,book,clock	एक दीया जो रंग में सफेद है
A wall on the side of a building##train,train,train,person,person,person	किसी भवन के किनारे की एक दीवार
man wears metal rimmed glasses##person,person,person,tennis racket,tennis racket,person,tennis racket,tennis racket,tennis racket,tennis racket	आदमी धातु के चश्मे लगाता है
a teddy bear checking his email##laptop,tie,couch,teddy bear,chair,couch	एक टेडी बियर अपने ईमेल की जाँच कर रहा है
man in blue shirt behind a hanging pineapple##person,person,person,carrot,carrot,person,person,person,person,person	एक लटकते अनानास के पीछे नीली शर्ट में आदमी
a lady in a yellow shirt##person,wine glass,wine glass,wine glass,person,bottle,tie,cup,cup,person	एक पीले रंग की शर्ट में एक महिला
Chimney on top of a train##train,person	ट्रेन के शीर्ष पर चिमनी
blue and white label on tank of toilet##toilet,sink	शौचालय के टैंक पर नीले और सफेद लेबल
clock on the building##clock	इमारत पर घड़ी
a detached handle on luggage##suitcase,person,backpack,dining table,knife,chair,backpack	सामान पर एक अलग संभाल
A fire water post is out of order##fire hydrant,person,person,person,person,person,person,person,person,person	अग्नि पानी पोस्ट आदेश से बाहर है
a woman holding an umbrella##person,handbag,umbrella,car,traffic light,car,handbag,person	एक छतरी पकड़े हुए महिला
the head of a man##person,person,person,person,person,person,person,person,person,person	एक आदमी का सिर
A group of people walking into a military plane##person,person,person,person,person,person,airplane,person,person,person	सैन्य विमान में चलते हुए लोगों का समूह
lotion in the sink##person,vase,sink,bottle,potted plant,dining table,wine glass,potted plant	सिंक में लोशन
window on top of building##truck,bench	भवन के ऊपर की खिड़की
the head of a woman##person,laptop,dining table,bench,dining table,potted plant,spoon,cup	एक स्त्री का प्रमुख
bus is on the street##bus,car,person	बस सड़क पर है
wii remote the boy is holding##person,remote,person,bed,bed	wii रिमोट लड़का पकड़ रहा है
A wall on the side of a building##clock,person	किसी भवन के किनारे की एक दीवार
white base of a stool##person,person,toilet,toothbrush,tie,person,toothbrush	स्टूल का सफेद आधार
the head of a woman##person,person,car,car,person,truck,sports ball,car,person,person	एक महिला का सिर
white and red baseball##person,baseball glove,sports ball	सफेद और लाल बेसबॉल
a tile in a floor##cat,sink,bench	एक मंजिल में एक टाइल
A young girl eating a doughnut.##person,person,donut,person	एक युवा लड़की एक डोनट खा रही है।
the tag on a suitcase##person,person,person,suitcase,suitcase,person,suitcase,person,person,suitcase	सूटकेस पर टैग
the helmet is red and silver##person,person,skis	हेलमेट लाल और चांदी का है
The reflection of a person##teddy bear,car,person	किसी व्यक्ति के प्रतिबिंब
A man sitting in a chair.##person,tv,laptop,laptop,person,chair,chair,person,vase,person	एक कुर्सी पर बैठा आदमी।
the head of a woman##person,person,person,chair,bowl,chair,cup,person,bottle,chair	एक स्त्री का प्रमुख
man wearing hooded sweatshirt##person,person,person,baseball bat,baseball bat,cell phone,cell phone,baseball glove	व्यक्ति हुड्ड स्वीकारी
cat staring blankly forward##cat,laptop,mouse,couch,book,book,bed,book,book,book	बिल्ली को घूरते हुए आगे बढ़ा
Two women are checking on something on one item...##dog,person,person,car,person,traffic light,person,person,person,car	दो महिलाएं एक वस्तु पर कुछ जांच रही हैं ...
small petal on the floor##boat,boat	फर्श पर छोटी पंखुड़ी
a man in a brown shirt##person,cell phone,person,person,person,chair,chair,chair,chair,person	एक भूरे रंग की शर्ट में एक आदमी
snow on a mountain side##person,skis	एक पहाड़ की तरफ बर्फ
a tree in the woods##train,train,person,traffic light,traffic light,person	जंगल में एक पेड़
woman in blue dress talking on phone##person,person,person,handbag,person,handbag	नीले रंग की पोशाक में महिला फोन पर बात करती है
A person playing tennis##person,tennis racket,bench	टेनिस खेलने वाला व्यक्ति
a view of cale##cake,person,dining table,person	कैल का दृश्य
pillow on top of bed##bed,chair,bed,bottle,chair,bottle,mouse	बिस्तर के ऊपर तकिया
Piece of wood sitting on the floor.##toilet,airplane,person,airplane,spoon	फर्श पर बैठी हुई लकड़ी का टुकड़ा।
an opened silver and black laptop##laptop,mouse,chair,vase,keyboard,laptop,bed,chair	एक खुला चांदी और काला लैपटॉप
flag on a pole on ship##train,car,boat,car,truck,truck	जहाज पर एक पोल पर झंडा
south african airlines plane##airplane,person,person,person,person,airplane	दक्षिण अफ्रीका हवाई जहाज
the ladder is leaning against the wall##toilet,bed,sink,handbag,sink,refrigerator	सीढ़ी दीवार के खिलाफ झुक रही है
right leg on bird##bird,bird	चिड़िया पर दाएँ पैर
a view of computer##person,laptop,person,person,person,laptop,person,mouse,person,laptop	कंप्यूटर का एक दृश्य
spoon on the white tray##sandwich,sandwich,sandwich,dining table,spoon,person,broccoli,bowl,dining table	सफेद तश्तरी पर चमच
the suitcase is black##person,person,person,suitcase,suitcase,suitcase,person,suitcase,person,person	सूटकेस काला है
a white bed##bed,bottle,vase,book,dining table,bottle	एक सफेद बिस्तर
a sliced carrot on a plate##broccoli,carrot,fork,broccoli,carrot,carrot,carrot,carrot,broccoli,broccoli	एक प्लेट पर कटा हुआ गाजर
a view of sky##person,person,person,frisbee,bicycle,bicycle,bicycle,person,car,car	आकाश का दृश्य
Lady in the pink shirt on a bike.##person,person,bicycle,backpack,bicycle,bicycle,bicycle,bicycle,person,bicycle	बाइक पर गुलाबी शर्ट में महिला।
Traffic light is green##traffic light,traffic light,car,car,car,car,car,car,bird,traffic light	ट्रैफिक लाइट हरी है
woman in a light blue dress##traffic light,person,car,car,fire hydrant,person,traffic light,person,car,clock	हल्के नीले रंग की पोशाक में महिला
a woman in a red dress under the light##person,person,person,motorcycle,person	प्रकाश के नीचे एक लाल पोशाक में एक महिला
woman carrying a red bag##person,person,clock,person,person,person,person,person,person,backpack	लाल बैग ले जाती महिला
a man eating a hot dog##person,bottle,hot dog,person,sandwich,hot dog,chair,hot dog	एक गर्म कबाब खाने वाला आदमी
Flat screen TV mounted on wall##tv,chair,chair,vase,bed,tv,person,chair,couch,vase	फ्लैट स्क्रीन टीवी दीवार पर चढ़ा
traffic light is shining red##bicycle,traffic light,bottle,bottle,backpack,backpack,backpack	यातायात प्रकाश चमक रहा है
Boy in a red shirt##person,person,person,skateboard,skateboard,skateboard,person	लाल कमीज में लडका
smoke coming out of the train##train,person,person,person,person,train,person,train,bus	ट्रेन से धुंआ निकल रहा है
Yellow bridge in the back of the water.##bench,traffic light,traffic light,traffic light,traffic light	पानी के पीछे पीला पुल।
Woman wearing beige shorts##laptop,bed,person,chair,chair,bed,chair,keyboard,hair drier	बेज शॉर्ट्स पहनने वाली महिला
Man in the back waiting for the monorail.##train,person,person,train,traffic light,person,traffic light,traffic light,bus,bus	पीछे बैठा आदमी मोनोरेल का इंतजार कर रहा था।
Red and white motorcycle only parking sign##bicycle,parking meter,parking meter,bird	लाल और सफेद मोटरसाइकिल केवल पार्किंग चिह्न
man standing in white snow##person,person,person,person,person,skis,skis,person,person	आदमी सफेद बर्फ में खड़ा है
a laptop on a desk##laptop,keyboard,tv,mouse,book,keyboard,book,cell phone	एक डेस्क पर एक लैपटॉप
a tile in a floor##person,umbrella,person,person,person,car	एक तल में टाइल
soda can on the table##laptop,person,person,cup,sandwich,dining table,cup,bowl,knife,person	सोडा मेज पर कर सकते हैं
woman walking down the street##person,person,stop sign,person,parking meter,person,bicycle,person,person,handbag	औरत सड़क पर चलते हुए
The boy is holding a pink toy##person,bed,person,chair,bed,teddy bear,person	लड़का गुलाबी खिलौना पकड़े है
a boy playing in a pool##person,surfboard,person,potted plant	एक पूल में खेल रहा लड़का
towel hanging over the oven handle##refrigerator,oven,microwave,sink	ओवन के हैंडल पर तौलिया लटका हुआ
the clock is on the left of the tower##clock,clock,person,person,person	टॉवर के बाईं ओर घड़ी है
half of lime on plate##cup,pizza,bottle,dining table,book,carrot	प्लेट पर आधा चूना
a silver colored bus##bus	एक चांदी रंगीन बस
a window##person,laptop,person,laptop,cell phone,bowl,cup,cup,cup,bottle	एक खिड़की
The girl is wearing pink snow pants##person,person,person,person,person,skis,skis,skis,skis,skis	लड़की ने गुलाबी बर्फ की पैंट पहन रखी है
an open cupboard##chair,chair,chair,chair,sink,book,chair,dining table,chair,book	एक खुला अलार्मी
dog laying on the ground##suitcase,dog,person,person,person,suitcase,suitcase,person,baseball bat,suitcase	जमीन पर पड़ा कुत्ता
the sand##surfboard,person,person,person,surfboard,surfboard,person,surfboard,person,person	बालू
cat on the ground##cat,cat,bench	जमीन पर बिल्ली
door know lever##dog,train,person	द्वार पह्चान छिद्र
Yellow fire hydrant on a sidewalk##fire hydrant,car,car,car,car,car,car,car,car	फुटपाथ पर पीली अग्नि हाइड्रेंट
Woman on a bench##bench,person,handbag,handbag	एक बेंच पर महिला
building on a city street##car,person,person,clock,traffic light,person,traffic light,motorcycle,car,motorcycle	एक शहर पर निर्माण
A big and gray luggage bag.##person,suitcase,suitcase,suitcase,tv,suitcase,suitcase,person,motorcycle,motorcycle	एक बड़ा और ग्रे लुगेज बैग
A white long bathtub.##toilet,sink	एक सफेद लंबा बाथटब।
The black cat##cat,cat,couch,chair	काली बिल्ली
An old man and woman on a motercycle##person,person,motorcycle,person,motorcycle,motorcycle,cell phone,person,person,motorcycle	एक बूढ़े आदमी और एक महिला एक motercycle पर
man is holding a fake bird##person,person,person,person,person,person,person,person,person,person	व्यक्ति एक नकली पक्षी पकडां है
a laptop##laptop,bed,toothbrush,keyboard,keyboard,bed	एक लैपटॉप
a red frisbee flying in the air##person,person,frisbee,backpack,truck,truck,car,car,car	हवा में उड़ता एक लाल फ्रिसबी
Crowd of men holding signs##person,person,tie,person,person,tie,tie,person,tie,person	पुरुषों का समूह प्रर्दशन करता हुआ
a person is sitting down##person,person,person,person,person,person,person,person,person,person	एक व्यक्ति बैठा है
Silver N on the side of brown shoe.##person,person,person,person,frisbee	भूरे रंग के जूते के किनारे सिल्वर एन।
A girl playing the wii.##person,person,person,remote,cup,bottle,cup,cup,couch,person	एक लड़की wii खेल रही है।
man with a dark hat on holding a trophy##person,person,person,person,person,person,person,skateboard,traffic light,person	एक ट्रॉफी के आयोजन पर एक अँधेरे टोपी के साथ एक आदमी
a laptop computer##cell phone,person,handbag,knife,suitcase,backpack,laptop	एक लैपटॉप कंप्यूटर
a window on a building##person,clock,person,person,person,person,person,person,person,person	एक इमारत पर एक खिड़की
photos of different monkeys on the wall##bowl,potted plant,potted plant,potted plant,bowl,orange,banana,apple,teddy bear,apple	दीवार पर विभिन्न बंदरों की तस्वीरें
reflection is in bench##person,person,bench,bench,bench,person,person,person,traffic light,bench	प्रतिबिंब बेंच में है
A more rectangular blue lid.##spoon,apple,bowl,bowl,dining table,person,bowl,person,cell phone,cell phone	एक और आयताकार नीला ढक्कन |
The black man is eating.##person,person,clock,person,person,person,person,tie,cup,person	काला आदमी खा रहा है।
glass window pane on the building##person,horse,cow,cow	भवन पर कांच की खिड़की का फलक
A tennis line judge##person,person,sports ball,tennis racket,person,person,baseball bat,person,person,person	एक टेनिस लाइन जज
a flat screen computer monitor##keyboard,tv,mouse,book,book,book,book,book,book,book	एक फ्लैट स्क्रीन कंप्यूटर मॉनिटर
The purple jacket the person is wearing.##person,person,person,person,person,person,person,person,person,person	ह्ल्का निला जैकेट व्यक्ति पहन रहा है .
the baseball hat is blue##person,person,skateboard,skateboard,person,bench,skateboard,person	बेसबॉल टोपी नीली है
a group of people standing on stairs##person,person,person,person,tie,person,tie,person,person,person	सीढ़ियों पर खड़े लोगों का एक समूह
blue and white surfboard##person,person,person,surfboard,surfboard,surfboard,person,skis	नीले और सफेद सर्फ़बोर्ड
cell phone is silver##person,person,person,person,person,person,cell phone,cell phone,person,person	सेल फोन चांदी है
the white computer keyboard##keyboard,laptop,tv,mouse,chair,book,book,person,chair,book	सफेद कंप्यूटर कीबोर्ड
a yellow box truck##person,person,person,person,person,person,person,person,person,person	एक पीला बॉक्स ट्रक
Tennis balls.##person,tennis racket,tennis racket,sports ball,sports ball,sports ball,sports ball,apple	टेनिस गेंद
A bottle of ketchup##bottle,dining table,bottle,bowl,cup,sandwich,bottle,pizza,bottle,sandwich	केचप की एक बोतल
knife and fork on a napkin##person,vase,chair,dining table,knife,fork,chair,pizza,potted plant,pizza	एक नैपकिन पर चाकू और कांटा
sink on the counter##toilet,sink	काउंटर पर सिंक करें
White truck in front of the building##person,truck,person,person,person,surfboard,person,person,person,person	इमारत के सामने सफेद ट्रक
the jacket is red##person,person,person,person,person,cell phone,cell phone,cell phone,person	जैकेट लाल है
The black man is eating.##horse	काला आदमी खा रहा है।
a brown beer bottle##wine glass,bottle,dining table,chair,dining table	एक भूरे रंग की बियर की बोतल
Young man leaping to catch a frisbee##person,frisbee,person,person,person,person,person,person,person,person	एक आदमी फ्रिस्बी पकड़ने के लिए कूद रहा है
a dark red canoe##boat,surfboard,boat,surfboard,boat,boat,boat,surfboard,boat,boat	एक गहरा लाल डोंगी
A man skating down the middle of a street##person,skateboard,baseball glove	एक व्यक्ति जो सड़क के मध्य को नीचे ले जाता है
a woman in a white outfit##umbrella,person,person,umbrella	एक सफेद पोशाक में एक महिला
a stormstooper holding a white surfboard##person,surfboard,person,person,person,person,person,person,person,person	एक सफेद सर्फबोर्ड धारण एक तूफान
A girl in a green shirt##person,person,dog,person,person,person,couch,person,person,sports ball	हरी शर्ट में एक लड़की
White airplane owned by Singapore Airlines##airplane	सिंगापुर एयरलाइंस के स्वामित्व वाले सफेद हवाई जहाज
the man sitting on a skateboard##person,person,person,person,person,skateboard,person,person,person,backpack	एक स्केटबोर्ड पर बैठा आदमी
A man in jeans##person,car,car,car,car,car,car,car,car,car	जींस में एक आदमी
old style desktop computer##keyboard,laptop,tv,mouse,mouse,cell phone,keyboard,person,remote	पुराना डेस्कटॉप कंप्यूटर
Energy drinks in the fridge##chair,chair,refrigerator,chair,bottle,bottle,bottle,bottle,bottle,bottle	फ्रिज में एनर्जी ड्रिंक
train at the station##train,car,person,handbag,handbag,person	स्टेशन पर ट्रेन
an orange telephone on a white table##tv,couch,cat,vase,couch,person,couch,dining table,dining table,couch	एक सफेद मेज पर एक नारंगी टेलीफोन
this is a skate park##person,skateboard,person,person,person,person,person,person,person,person	यह एक स्केट पार्क है
A wooden post.##sheep,sheep,person,sheep,car,cup	लकड़ी के पोस्ट |
A sea gull in the air##bird,bird,bird,bird,surfboard	हवा में एक समुद्र का चक्कर
Airplane parked on the tarmac.##person,person,person,airplane,person,person,person,person,person,person	हवाई जहाज टरमैक पर खड़ा था।
picture is hanging on the wall##tv,vase,vase,couch,potted plant,potted plant,vase,book,couch,potted plant	चित्र दीवार पर लटका हुआ है
A pot of large flowers##train,potted plant,potted plant,potted plant	बड़े फूलों का एक बर्तन
CANADA logo on white plane##airplane,truck,bench,traffic light,airplane,traffic light,traffic light	सफेद विमान पर कनाडा का लोगो
donut in the display case##person,person,bottle,suitcase,remote,bowl,cell phone,cell phone	प्रदर्शन के मामले में डोनट
Person wearing a red winter coat.##person,person,person,person,person,person,snowboard,person,person,snowboard	व्यक्ति लाल सर्दियों का कोट पहनें
A ceiling fan on the ceiling##person,person,remote,couch,book,couch,wine glass,chair,couch,book	छत पर सीलिंग फैन
White face of a clock.##train,clock,person,train,person,person,truck	एक घड़ी का सफेद चेहरा
A blonde woman standing in a room##person,person,laptop,person,laptop,person,tv,person,laptop,tv	एक कमरे में खड़ी एक गोरी औरत
Man standing with arm on pole.##person,person,person,person,person,person,skateboard,suitcase,handbag	पोल पर हाथ रखकर खड़ा हुआ आदमी
The road.##bus,person,bus,person,person,person,car,chair,person,person	रास्ता।
this is a crowd##laptop,person,cell phone,person,person,person,chair,person,person,person	यह एक भीड़ है
man riding bicycle talking on phone##person,bicycle,car,car,cell phone,person,person,person,backpack,person	फोन पर बात करते हुए साइकिल की सवारी करते आदमी
Green hedges with yellow flowers in them.##person,person,person,umbrella,umbrella,umbrella,potted plant,potted plant,tie,orange	हरे पीले फूलों के साथ हेजेज।
the flowers are tall##person,vase,bottle,bottle,bottle,bottle,wine glass,wine glass,wine glass,potted plant	फूल लंबे होते हैं
A yellow ball floating on the water##boat,boat,boat,boat,person,sports ball,boat,boat,boat,person	पानी पर तैरती एक पीली गेंद
a large open umbrella##umbrella,umbrella,umbrella,umbrella,teddy bear,umbrella,teddy bear,person,umbrella,person	एक बड़ी खुली छतरी
woman wearing a pink cap holding a knife##person,person,person,bowl,bottle,bottle,bottle,bowl,cake,dining table	चाकू पकड़ने वाली स्त्री
an empty glass of wine##person,wine glass,wine glass,wine glass,bottle,bottle,bottle,bottle,person,wine glass	शराब का एक खाली शीशा
Blonde-haired child standing on surfboard##person,person,surfboard,surfboard,person,person,person,person,person	गोरा-बालों वाला बच्चा सर्फबोर्ड पर खड़ा है
this is a city street##traffic light,traffic light,traffic light,traffic light,car,traffic light,person,person,traffic light,traffic light	यह एक शहर की सड़क है
a mountain covered with snow##person,person,person,skis,skis,skis	एक पहाड़ी बर्फ से ढकी हुई है
Man in white apron.##person,pizza,pizza,oven,pizza,pizza,knife,oven,knife	सफेद एप्रन में आदमी।
a man holding a cell phone##person,person,cell phone,person,cell phone,chair	एक आदमी एक सेल फोन पकड़े हुए
the chef hat is white##person,person,cake,bowl,clock,pizza,cake,pizza,cake,knife	महाराज टोपी सफेद है
Lights on the front of a train##train	ट्रेन के आगे की बत्तियाँ
Red tie worn by a man.##person,bottle,wine glass,tie,pizza,wine glass,dining table,chair,bottle,pizza	लाल टाई पहना हुआ आदमी।
hand soap by the sink##toilet,sink,bottle,toilet,bottle,book	सिंक द्वारा हाथ साबुन
man holding a slice of pizza##pizza,person,cup,person,cup,person,person,person,pizza,cup	पिज्जा का एक टुकड़ा पकड़े हुए आदमी
A person eating a orange.##train,train,person,train,person,car,car,person,person,car	नारंगी खाने वाला व्यक्ति।
leaf on the plant##vase,vase,umbrella,vase,car,vase,potted plant,umbrella,potted plant,potted plant	पौधे पर पत्ता
Bright orange traffic cone.##person,person,person,person,tv,laptop,person,car,car,car	नारंगी यातायात शंकु |
the picture is framed##laptop,person,keyboard,person,mouse,person,person,person,cell phone,person	तस्वीर बनाई गई है
pole on the bridge##train,train,train,train,boat,train,boat,train	पुल पर पोल
a chair that you sit in##person,person,person,person,chair,chair,cup,tv,chair,cup	एक कुर्सी जिसमें आप बैठते हैं
window on the building##airplane,person,truck,car,car,truck,person,truck,car,truck	भवन पर खिड़की
the people are talking##person,person,person,person,person,person,bottle,person,person,person	लोग बात कर रहे हैं
a window on a building##person,bicycle,person,truck,motorcycle,person,person,motorcycle,person,person	इमारत पर खिड़्की
The lifeguard on his tower##person,person,person,person,person,person,person,person,umbrella,person	उसके माह पर लिफेडर
woman wearing green skirt##person,person,person,oven,dining table,sink,bench,remote,knife,spoon	स्त्री हरी स्कर्ट पहने हुए
A pair of black glasses##person,person,person,person,person,wine glass,person,umbrella,umbrella,dining table	काले चश्मे की एक जोड़ी
A white and orange bus in parking lot##bus,bus,person,person,person,person,train,person,bicycle,bicycle	पार्किंग में एक सफेद और नारंगी बस
A laptop computer on a table##laptop,chair,couch,dining table,bowl,keyboard,chair,dining table	एक सारणी पर लैपटॉप कंप्यूटर
the man holding the camera##person,person,person,person,chair,cell phone,cell phone,person,cell phone,person	कैमरा रखने वाले आदमी
flower pot with a plant in it##laptop,potted plant,tv,cup,potted plant,potted plant,potted plant,tv,vase,dining table	इसमें एक पौधे के साथ फूल पॉट
a very large commercial airplane##airplane,truck,airplane,truck	एक बहुत बड़ा वाणिज्यिक हवाई जहाज
.Person are holding wii in hand##person,person,remote,remote,chair	.Person हाथ में wii पकड़े हुए हैं
A aluminum pan of meat##person,sink,oven,bowl,oven,cup,refrigerator,oven,bowl,bowl	मांस का एक एल्यूमीनियम पैन
the horses are standing##horse,horse,horse,truck,truck,truck	घोड़े खड़े हैं
rug in on the floo##toilet,bowl,bottle	फ्लो पर गलीचा
Trees behind a ski slope##person,person,person,person,person,skis,person,person,person,person	स्की ढलान के पीछे पेड़
White sign attached to post.##person,person,person,person,person,person,bench,dining table,toilet,person	श्वेत चिह्न से संलग्न
picture taken during the day##person,tv,potted plant,person,couch,potted plant,microwave,horse,book,potted plant	दिन के दौरान लिया गया तस्वीर
plate of orange fruit##person,spoon,orange,cup,cup,chair,bowl,bowl,orange,person	नारंगी फल की प्लेट
white vase with orange flowers##vase,sink,sink,person,cup,bottle,cup,sink,cup,tv	नारंगी फूलों के साथ सफेद फूलदान
picture taken during the day##person,person,person,skateboard,skateboard,person,boat	दिन के दौरान ली गई तस्वीर
collection of parking meters##parking meter,parking meter,car,parking meter,parking meter,parking meter,car,car,parking meter,person	पार्किंग मीटर का संग्रह
a window in the room##couch,chair,chair,vase	कमरे में एक खिड़की
the clock on the stove##spoon,oven,bowl,bottle,bottle,bowl,bottle,bottle,bottle,bottle	स्टोव पर घड़ी 
Man wearing a tie##person,tie,tv,tv,book	टाई पहने हुए आदमी
Black luggage##person,person,person,suitcase,suitcase,suitcase,person,suitcase,suitcase,suitcase	काला सामान
Cat is grey color.##person,cat,cat,cat,book,clock,book,book,book,book	बिल्ली ग्रे रंग है।
White truck driving in the dirt.##horse,person,person,truck,truck,person,person,cow,horse,chair	गंदगी में चलते सफेद ट्रक।
A trash can next to a tree##person,cell phone,backpack,cell phone,backpack,traffic light,car,motorcycle	एक पेड़ के बगल में एक कचरा हो सकता है
An airplane at the airport##truck,airplane,person,person,truck,person	हवाई अड्डे पर हवाई जहाज
the paper plate is white##mouse,cup,keyboard,keyboard,keyboard,book,book,tv,book,dining table	कागज प्लेट सफेद है
a white computer key board##keyboard,mouse,cup,tv,book,bottle,book,teddy bear,book,cup	एक सफेद कंप्यूटर कुंजी बोर्ड
white toilet paper on back of tank##toilet,sink,sink	टैंक के पीछे सफेद टॉयलेट पेपर
a green skateboard ramp##person,person,skateboard,skateboard,backpack,backpack	एक हरे रंग की स्केटबोर्ड रैंप
traffic light shining green##traffic light,chair,traffic light,traffic light,traffic light,traffic light,truck,traffic light,book,tv	ट्रैफिक लाइट चमकता हरा
man walking down a road##person,dog,sheep,sheep,sheep,cow,sheep,sheep,sheep,car	एक सड़क के नीचे चल रहा है
luggage sitting on the ground by the belt##suitcase,suitcase,suitcase,suitcase,suitcase,tv,suitcase,suitcase,suitcase,tv	बेल्ट द्वारा जमीन पर बैठे सामान
The red shirt the person on the sideline is wearing.##person,person,tennis racket,sports ball,person,chair	लाल शर्ट जिस व्यक्ति को किनारे पर रखा गया है वह पहने हुए है।
finger of the person##person,person,person,person,car,bed,person,chair,cake,chair	व्यक्ति की उंगली
the jacket is black##person,person,person,tie,person,chair,potted plant,person,clock,chair	जैकेट काला है
the boy holding the bowl of food##person,person,bottle,person,person,person,person,person,person,person	भोजन का कटोरा पकड़े लड़का
A clock at the top of a building##clock	एक इमारत के शीर्ष पर एक घड़ी
Yellow surf board against the shack.##chair,surfboard,chair,surfboard,person,surfboard,chair,chair,chair,person	झोंपड़ी के खिलाफ पीला सर्फ बोर्ड।
arm of the person##person,person,person,person,person,person,bench	व्यक्ति की भुजा
head of the man##person,skis	आदमी का सिर
