en	bn
cliff in the water##bird	জলে শিট
car in the arch of the hotel entrance##car,person,person,car,car,car,person,truck,car,potted plant	হোটেল প্রবেশদ্বার খিলান গাড়ি
Boat at the edge of water##boat,person,person,person,boat,boat,person,boat,person	জলের কিনারে নৌকা
head shot of a young white man##person	এক যুবক সাদা লোকের মাথার শট
a scene during the day time##person,bottle,cup,apple,dining table,dining table,mouse,bottle,cup,cup	দিনের সময় একটি দৃশ্য
plane sitting on the runway##airplane,airplane	রানওয়েতে বসে বিমান
a gray stapler on the corner desk##book	কোণার ডেস্কে ধূসর স্ট্যাপলার
The person wearing red##person,bench,bench,bench,bench,bench,bench,bench	লাল পরা ব্যক্তি
head shot of a young woman##person	এক যুবতীর মাথা গুলি
Photo taken during the day##horse,person,horse	দিনের বেলা তোলা ছবি
License plate of a car##car,car,car,car,bicycle	একটি গাড়ির লাইসেন্স প্লেট
circle on the wood door##	কাঠের দরজা উপর বৃত্ত
brown rock near highway##stop sign	হাইওয়ের কাছে ব্রাউন রক
Man in the kitchen##person,bottle,couch,apple,cup,bottle,potted plant,backpack,dining table,vase	রান্নাঘরে মানুষ
underside of the 6 lane highway##	6 লেনের হাইওয়ের নীচে
man has short hair##person	মানুষের চুল ছোট
person wears a green shirt##person,person,traffic light,bicycle,bicycle,bicycle,traffic light,car,person	ব্যক্তি একটি সবুজ শার্ট পরে
A green Parrot##person,bird,potted plant,potted plant,potted plant,potted plant,potted plant	একটি সবুজ তোতা
green leaves on brown tree##car,boat,boat	বাদামী গাছে সবুজ পাতা
window facing red building##car,bench,bench,person,stop sign	উইন্ডোটি লাল ভবনের মুখোমুখি
Windows on the top level##bicycle,person,bicycle,bicycle,bicycle,person,bicycle,fire hydrant	উইন্ডোজ শীর্ষ স্তরের
right ear of a man##person,bottle,bottle,bottle,bottle,bottle,bottle,cup,refrigerator,bottle	একটি মানুষের ডান কান
stone block on pier##	পিয়ার উপর পাথর ব্লক
green wall behind a man##person,backpack	একটি মানুষের পিছনে সবুজ প্রাচীর
The background is blue.##person	পটভূমিটি নীল।
Guy with short brown hair##person,chair	ছোট ব্রাউন চুলের লোক
Four black chairs around a table##keyboard,chair,tv,tv,chair,mouse,chair,chair,dining table,book	একটি টেবিলের চারদিকে চারটি কালো চেয়ার
big green truck on dirt road##truck,person,person,person,person,car,person,person,person,person	ময়লা রাস্তায় বড় সবুজ ট্রাক
man wearing yellow sweater##person,chair,cup,bottle,cup	লোক হলুদ সোয়েটার পরা
a person walking on a sidewalk##person,person,person,person,person,person,person,person,person,person	ফুটপাতে হাঁটছেন একজন ব্যক্তি
laptop computer sitting on desk##laptop,bottle,cup,book,bottle,bottle,handbag,book,book,book	ডেস্কে বসে ল্যাপটপ কম্পিউটার
coffee cup on the table##cup,dining table,dining table,cup	টেবিলের উপর কফি কাপ
black sign with white letters##truck	সাদা বর্ণ সহ কালো সাইন
Trunk of tree.##car,car,car,car,car,person	গাছের কাণ্ড।
A rock in water##	জলের মধ্যে একটি শিলা
white van in the parking lot##car,person	পার্কিং লট সাদা ভ্যান
Parrot sitting on a tree branch##bird	তোতা গাছের ডালে বসে
sky is full of white clouds##	আকাশ সাদা মেঘে পূর্ণ
tiger walking in the water##zebra	বাঘ জলে হাঁটছে
boat in blue water##boat,car,car,car	নীল জলে নৌকা
window on brick brownstone##person,person,person,car,car	ইট ব্রাউনস্টোন উপর উইন্ডো
green leaf on tomato plant##apple,apple	টমেটো গাছের উপর সবুজ পাতা
person near the spitting lion##person,person,person,person,person,person,teddy bear,person,backpack,person	থুতু সিংহের কাছের ব্যক্তি
Two people sitting on steps near the water##person,person,person,person,person,person,person,person,handbag,traffic light	পানির কাছে ধাপে দু'জন বসে আছেন
large body of water##boat,boat,person,boat	জল বৃহত শরীর
a very tall building##bicycle,boat,car,boat,boat,boat	খুব লম্বা একটি বিল্ডিং
petal of a flower##carrot,potted plant	ফুলের পাপড়ি
dark grey cloud hanging in the sky##	আকাশে গাঢ় ধূসর মেঘ ঝুলছে
The head of an animal with long ears.##sheep,dog,cow	দীর্ঘ কান দিয়ে একটি প্রাণীর মাথা।
green leaves on brown tree##	বাদামী গাছে সবুজ পাতা
the sunset on the horizon##	দিগন্তে সূর্যাস্ত
The fingers of a person##cat	কোনও ব্যক্তির আঙ্গুলগুলি
green leaves in brown trees##car,car,car	বাদামী গাছে সবুজ পাতা
people standing by the water##person,person,person,person,person,person,person,person,person,person	জলরাশি দাঁড়িয়ে মানুষ
water in a river rapids ride at an amusement park##boat,person,boat,person,person,person,person,person,person,person	একটি নদী র‌্যাপিডসের জল একটি বিনোদন পার্কে চড়ে
a window on a building##boat,person	একটি বিল্ডিং একটি জানালা
tables on a patio##chair,chair,chair,chair,umbrella,chair,umbrella,person,chair,chair	একটি অঙ্গভঙ্গিতে টেবিল
white and black light fixture##	সাদা এবং কালো আলো ফিক্সিং
slat on balcony guard rail##bottle,microwave	বারান্দা গার্ড রেল উপর স্লট
a line on the side of a building##bicycle	একটি বিল্ডিংয়ের পাশের একটি লাইন
green leaves on brown bush##person,bicycle	বাদামী বুশ উপর সবুজ পাতা
A building behind trees##	গাছের পিছনে একটি বিল্ডিং
green leaves in brown tree##	বাদামী গাছে সবুজ পাতা
the sun illuminate the building##	সূর্য ভবন আলোকিত
window pane on entrance door##potted plant	প্রবেশ দরজা উইন্ডো ফলক
car parked on side of road##car,car,car,car,car,car,car	রাস্তার পাশে গাড়ি পার্ক করা
window in building##	বিল্ডিং মধ্যে উইন্ডো
glass window on the building##car,car,car,car,car,car	ভবনে কাঁচের জানালা
red colored fire hydrant##car,car,car,car,person,car,car,car,car,car	লাল রঙের ফায়ার হাইড্র্যান্ট
man is riding a bike##car,stop sign,car,car,bicycle,person,person,car,car,car	মানুষ একটি বাইক চালাচ্ছে
pole on the ground##potted plant,umbrella,potted plant,umbrella,potted plant,umbrella,potted plant	মাটিতে খুঁটি
green leaves in brown tree##	বাদামী গাছে সবুজ পাতা
Wood chips on the ground##	মাটিতে কাঠের চিপস
person is walking in a park##person,person,person,person	ব্যক্তি একটি পার্কে হাঁটছে
green leaves in brown tree##	বাদামী গাছে সবুজ পাতা
a scene downtown##car,car,car,truck,car	একটি দৃশ্য শহরে
Yellow apple on a white styrofoam plate##apple,apple,dining table,bowl	একটি সাদা স্টায়ারফোম প্লেটে হলুদ আপেল
Yellow and brown bananna##banana,dining table,bowl	হলুদ এবং বাদামী কলা
spot on the banana##banana,bowl,dining table	কলা স্পট
Plate of food on the table##dining table,bowl	টেবিলে খাবারের প্লেট
red strawberry with green leaves##dining table,toilet,bowl	সবুজ পাতা সঙ্গে লাল স্ট্রবেরি
corner of brick building##person,person,person,fire hydrant,person,bench,bench,skateboard	ইট বিল্ডিং কোণ
Four orange and white cones##car	চার কমলা এবং সাদা শঙ্কু
a tree in a field##	মাঠে একটি গাছ
the plane is color silver##airplane,airplane,airplane,person,person,person,person	বিমানটি রঙিন রূপা
top of the boat##boat,boat,boat,boat	নৌকা উপরে
Scene takes place during the day##airplane,person,truck,truck,truck,truck,truck,airplane,car,truck	দিনের বেলা দৃশ্যধারণ হয়
sunlight coming through a building's skylights##	একটি বিল্ডিং এর স্কাইলাইট মাধ্যমে সূর্যালোক আসছে
the person in the forefront is walking.##person,person,person,handbag,person	সামনের ব্যক্তিটি হাঁটছেন।
a woman wearing glasses##person,person,person,person,person,backpack,person,person,person,tie	চশমা পরা মহিলা
the people are standing##person,person,person,person,person,person,person,person,person	মানুষ দাঁড়িয়ে আছে
many people in a place##person,person,person,person,person,person,person,person,person,person	এক জায়গায় অনেক লোক
interior of transport terminal##person,person,person,suitcase,person,person,person,person,elephant,person	পরিবহন টার্মিনাল অভ্যন্তর
A man is waving his hand##person,person,person,chair,chair,chair,tie,tv	একজন লোক হাত তুলছেন
white painted exterior piping##potted plant,potted plant,potted plant	সাদা আঁকা বহিরাগত পাইপিং
a stone walk way##bicycle,clock	একটি পাথর হাঁটা পথ
a doorway on a building##	একটি ভবনের দ্বার
short green shrubbery##potted plant	সংক্ষিপ্ত সবুজ ঝোপঝাড়
green leaves in brown tree##person,person,person,person,fire hydrant,person,person,person,person	বাদামী গাছে সবুজ পাতা
open walkway with gold frame##chair,chair,chair,pizza,chair,chair,chair,chair,chair,chair	সোনার ফ্রেম সহ ওপেন ওয়াকওয়ে
TWO PEOPLE STANDING IN THE STREET##person,person,person,car,potted plant,person	রাস্তায় দুই জন লোক দাঁড়িয়ে আছে
a scene outside##truck,car,car	বাইরের একটি দৃশ্য
a building on circular shape##	বিজ্ঞপ্তি আকারে একটি বিল্ডিং
fish in the aquarium##person,person,person,person,person,person,person,person,person,person	অ্যাকোয়ারিয়ামে মাছ
window on the building##	বিল্ডিং উইন্ডো
White flowers in a yard##person,person,bird,car,potted plant,car,bird,chair,bird,car	এক উঠোনে সাদা ফুল
Ms Pac Man video game machine##refrigerator,refrigerator,tv,keyboard,oven	মিস প্যাক ম্যান ভিডিও গেম মেশিন
step on the stair##	সিঁড়ি উপর পদক্ষেপ
White cap on wave.##bird	তরঙ্গে সাদা ক্যাপ।
a log near the grass##bench	ঘাসের কাছে একটি লগ
man is painting statue##person,bottle,person,person,knife,person,knife,knife,person,bowl	মানুষ প্রতিমা আঁকা হয়
woman painting a picture##person,potted plant,refrigerator,chair,chair,potted plant,chair,chair,dining table,chair	মহিলা একটি ছবি আঁকছেন
the lamp shade is white in color.##traffic light,traffic light,traffic light,traffic light,potted plant	ল্যাম্প শেড সাদা রঙের হয়।
brushes in coffee cup##person,cup,cup,book,cat,bottle,book,bottle,toothbrush,dining table	কফি কাপ ব্রাশ
a window on a building##person,car,car	একটি বিল্ডিং একটি জানালা
chair in conference room##chair,chair,chair,chair,chair,chair,chair,chair,chair,chair	সম্মেলন কক্ষে চেয়ার
A pool that is outside##potted plant,potted plant,potted plant	একটি পুল যা বাইরের
a chair that you sit in##chair,chair,chair,chair,chair,chair,chair,chair,chair,chair	আপনি যে চেয়ার বসেন
a green square on a screen##tv,potted plant,chair,tv,chair	একটি পর্দায় একটি সবুজ বর্গ
fan with four blades##chair,chair,chair,chair,chair,chair,chair	চারটি ব্লেড দিয়ে ফ্যান
gold geometric patterned head band##person,person,person,person,person,person,handbag,person,person	সোনার জ্যামিতিক প্যাটার্নযুক্ত মাথা ব্যান্ড
tree with reddish leaves##	লালচে পাতা সহ গাছ
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##person,person,person,person,person,person,person,person,person,tennis racket	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
Bamboo stalk in forest##car,person,person	জঙ্গলে বাঁশের ডাঁটা
A wall on the side of a building##chair,chair,chair,dining table,potted plant,bicycle,person,chair,potted plant,chair	একটি ভবনের পাশে একটি প্রাচীর
sink with exposed plumbing##refrigerator,refrigerator	এক্সপোজড নদীর গভীরতানির্ণয় সঙ্গে ডুবা
a white blanket##chair,bed,couch,chair	একটি সাদা কম্বল
pink trim around window##toilet,sink,sink	উইন্ডো চারপাশে গোলাপী ছাঁটা
A wall on the side of a building##sink,sink,bottle,cup,sink,cup	একটি ভবনের পাশে একটি প্রাচীর
leg of baseball player##person,person,person,baseball glove,baseball bat	বেসবল খেলোয়াড়ের পা
screen on the tv##tv,chair,cup,potted plant,vase,couch,dining table,chair,oven,book	টিভিতে পর্দা
A long red pillow##bed,bed,potted plant,pizza,handbag,dining table,bed,book,vase,couch	লম্বা লাল বালিশ
Large window with sheer curtains.##potted plant,couch,chair,potted plant,dining table,suitcase,bed,chair	নিখুঁত পর্দা সহ বড় উইন্ডো।
A wall on the side of a building##bed,vase,clock	একটি ভবনের পাশে একটি প্রাচীর
Lamp next to a bed##bed,chair,chair	বিছানার পাশে প্রদীপ
A wall on the side of a building##bed,potted plant,vase,bottle	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##person,person,person,bottle,dining table,book,remote,dining table,oven,spoon	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
a scene outside##dog	বাইরের একটি দৃশ্য
A wall on the side of a building##bird	একটি ভবনের পাশে একটি প্রাচীর
brown bridge over green river##car,car,car,car,car,car,car,chair,broccoli,car	সবুজ নদীর উপর ব্রাউন ব্রিজ
yellow sweater with purple stripe##person,person,person,chair,handbag,chair,person,person,chair,tv	বেগুনি স্ট্রাইপযুক্ত হলুদ সোয়েটার
A wall on the side of a building##bus,person	একটি ভবনের পাশে একটি প্রাচীর
brown leaves on ground##person,person,baseball glove,fire hydrant	মাটিতে বাদামী পাতা
A wall on the side of a building##car,car,car	একটি ভবনের পাশে একটি প্রাচীর
craps table in casino##person,person,person,person,chair,person,person,person,person,person	ক্যাসিনোতে ক্রেপ টেবিল
television hanging on the wall##person,person,person,person,tv,person,person,person,person,chair	টেলিভিশন দেয়ালে ঝুলন্ত
A set of woman's sunglasses##person,person,cup,person,person,person,chair,car,person,person	মহিলার সানগ্লাসের একটি সেট
A wall on the side of a building##person,person,person,person,person,suitcase,chair,dining table,tie,bottle	একটি ভবনের পাশে একটি প্রাচীর
Sign on a pole##car	একটি মেরুতে সাইন ইন করুন
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##bed,person,vase,sink,vase	একটি ভবনের পাশে একটি প্রাচীর
the painting beneath the orange toy##bed,bed,bed,teddy bear,teddy bear	কমলা খেলনা নীচে পেইন্টিং
red pillow on bed##bed,potted plant,potted plant,chair,umbrella,tv,sink,umbrella,vase,cake	বিছানায় লাল বালিশ
bear has ribbon around neck##teddy bear,teddy bear,chair,bed,bed,chair	ভালুকের গলায় ফিতা রয়েছে
Red flowers on the stage##person,bench,person,bench,bench,bench,bench,bench,bench,bench	মঞ্চে লাল ফুল
Boat in the water##boat,boat,boat,person,boat	জলে নৌকা
beige door that is open##chair,chair,chair,chair,chair,chair,dining table,chair,dining table,dining table	বেইজ দরজা খোলা আছে
a bright light in the ceiling##chair,chair,chair,chair,chair,chair,chair,chair,chair,chair	সিলিং একটি উজ্জ্বল আলো
people walking around building##person,car,person,car	মানুষ বিল্ডিং কাছাকাছি হাঁটা
Chimney on a house##bicycle,traffic light	একটি বাড়িতে চিমনি
Yellow median on road.##	রাস্তায় হলুদ মিডিয়ান।
board displaying specials on counter##chair,chair,chair,sink,dining table,chair,dining table,chair,bowl,donut	কাউন্টার উপর বিশেষ প্রদর্শন বোর্ড
chandelier on the ceiling##chair,chair,chair,chair,potted plant,potted plant,wine glass,vase,chair,chair	সিলিং উপর ঝাড়বাতি
A wall on the side of a building##chair,chair,potted plant,dining table,chair,chair,chair,chair,chair,cup	একটি ভবনের পাশে একটি প্রাচীর
Tall black and white clock.##clock,potted plant,potted plant,potted plant,bench,potted plant,potted plant	লম্বা কালো এবং সাদা ঘড়ি।
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
older man in black leather jacket##person,person,chair,chair,dining table,chair,dining table,microwave,chair,bottle	কালো চামড়ার জ্যাকেট বয়স্ক মানুষ
A wall on the side of a building##chair,chair,chair,dining table,chair,dining table,dining table,chair,dining table,person	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##person,person,person	একটি ভবনের পাশে একটি প্রাচীর
beige and tan blanket covering couch##potted plant,potted plant,chair,couch,chair,vase,potted plant,dining table,bottle,bottle	বেইজ এবং ট্যান কম্বল আচ্ছাদন পালঙ্ক
yellow flower on plant##	উদ্ভিদে হলুদ ফুল
The pool stick on the left.##wine glass,chair,chair,chair,chair,chair,bottle,suitcase,bottle	বাম দিকে পুল লাঠি।
Large silver stereo by the window##cup,sports ball,dining table,sports ball,couch,sports ball,chair,sports ball	উইন্ডো দ্বারা বড় রূপালী স্টেরিও
The boy is holding a piece of watermelon.##person,person,potted plant,potted plant,potted plant,umbrella,potted plant	ছেলেটি এক টুকরো তরমুজ ধরে আছে।
white board that says gift shop##kite,umbrella,umbrella,kite,umbrella	হোয়াইট বোর্ড যা গিফ্ট শপ বলে
branch on the tree##	গাছে শাখা
green leaves on the tree##	গাছে সবুজ পাতা
A wall on the side of a building##bench,dining table,potted plant,potted plant,dining table,potted plant,potted plant,potted plant,potted plant,potted plant	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##bed,bed,bed,bed,bed	একটি ভবনের পাশে একটি প্রাচীর
rocks on the ground##	মাটিতে পাথর
Man standing in snow##person,backpack,skis	বরফে দাঁড়িয়ে মানুষ
A wall on the side of a building##person,person,bicycle,potted plant	একটি ভবনের পাশে একটি প্রাচীর
The blue toy school bus##bench,chair,bottle,bottle,cup,microwave,chair,bowl,bottle,truck	নীল খেলনা স্কুল বাস
A wall on the side of a building##chair,dining table,dining table,chair,chair,chair,book,chair,book,book	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##teddy bear,dining table,teddy bear,sports ball,dining table,teddy bear,teddy bear	একটি ভবনের পাশে একটি প্রাচীর
four knobs close to each other##oven,bottle,knife,sink,knife,spoon,knife,bottle,knife,sink	একে অপরের কাছে চারটি নকব
A wall on the side of a building##sink,oven	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##sink,sink,sink,refrigerator,dining table,bowl,sink	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##sink,person,bowl,sink,oven,sink	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##oven,wine glass,wine glass,sink,oven,wine glass	একটি ভবনের পাশে একটি প্রাচীর
Kettle on the stove##chair,chair,oven,clock,clock,microwave,book,dining table,handbag,bowl	চুলার উপর কেটলি
round dinette set next to wall##chair,oven,chair,chair,dining table,dining table,cup,oven,clock	প্রাচীরের পাশে গোলাকার ডিনেট সেট
coffee maker on kitchen counter##microwave,oven,cup,toilet,cup,sink,sink,potted plant	রান্নাঘর কাউন্টারে কফি প্রস্তুতকারক
A glass window of a cabinet##oven,sink,bowl,cup,cup,oven,wine glass	মন্ত্রিসভার কাঁচের জানালা
silver toaster sitting on the counter##refrigerator,oven,bowl,microwave,bowl,bowl	কাউন্টারে বসে রূপা টোস্টার
A wall on the side of a building##microwave,vase,oven,potted plant	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##train,truck,boat	একটি ভবনের পাশে একটি প্রাচীর
building on the side of the water##boat,person,car,boat,person	জলের পাশে বিল্ডিং
red vase over fireplace##vase,couch,vase,vase,potted plant,potted plant	অগ্নিকুণ্ডের উপর লাল দানি
back corner of white couch##chair,chair,couch,remote,potted plant,vase,remote,handbag,keyboard,dining table	সাদা পালঙ্কের পিছনে কোণা
black and white modern table##tv,chair,couch,chair,book,dining table,book,book,laptop,chair	কালো এবং সাদা আধুনিক টেবিল
a chair that you sit in##chair,couch,tv,dining table,chair,chair,chair,chair,chair,oven	আপনি যে চেয়ার বসেন
green trees and bushes##chair,couch,potted plant,vase,vase,dining table,potted plant,umbrella,chair,chair	সবুজ গাছ এবং গুল্ম
blue trash can against the building##person,bicycle,bicycle,bicycle,bicycle,bicycle,bicycle,bicycle,bicycle	নীল আবর্জনা বিল্ডিং বিরুদ্ধে পারে
Flowers in a vase.##couch,couch,potted plant,potted plant,vase,couch,potted plant,suitcase,vase,couch	একটি দানি ফুল।
A wall on the side of a building##chair,chair	একটি ভবনের পাশে একটি প্রাচীর
a tree in a field##	মাঠে একটি গাছ
A wall on the side of a building##truck	একটি ভবনের পাশে একটি প্রাচীর
the row of seats in the balcolny##chair,chair,chair,chair,chair,keyboard,chair,chair,bottle,bottle	বারান্দা আসন সারি
Large window on a building##	একটি ভবনের বড় উইন্ডো
curved rows of green windows on building##umbrella,boat,boat	বিল্ডিংয়ে সবুজ উইন্ডোগুলির বক্ররেখা
a car in a parking lot##car,car,car,car,car,car,car,car,car,car	একটি গাড়ী পার্কিং মধ্যে
chair in a room##chair,chair,chair,chair,chair,chair,dining table,chair,book,wine glass	একটি ঘরে চেয়ার
sheep in a field##sheep,kite,sheep,sheep,sheep,sheep,cow,sheep,bird,sheep	একটি জমিতে ভেড়া
The water in the middle of the area.##	এলাকার মাঝখানে জল।
a tree in a field##	মাঠে একটি গাছ
A black round tire##car,car,car,car,person,traffic light	একটি কালো গোলাকার টায়ার
A wall on the side of a building##clock,chair,vase,cup,dining table,umbrella,cup,potted plant,potted plant	একটি ভবনের পাশে একটি প্রাচীর
a large rock overhang##	একটি বড় শিলা ওভারহ্যাং
man using a black jacket##person,person,boat,person,person,boat,person,surfboard,boat	একটি কালো জ্যাকেট ব্যবহার মানুষ
A wall on the side of a building##chair,chair,chair,chair,person,person,potted plant,chair,chair,person	একটি ভবনের পাশে একটি প্রাচীর
Leaves on the ground##potted plant,clock,scissors,car	মাটিতে পাতা
A wall on the side of a building##tv,bottle,cup,book,couch,chair,book,couch,couch,book	একটি ভবনের পাশে একটি প্রাচীর
white foot stool on rug##car,car,car,couch,potted plant,vase,couch,couch,vase,potted plant	কম্বল সাদা পায়ে মল
A wall on the side of a building##couch,chair,bowl,bowl,cup,cup	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##zebra,zebra,zebra,zebra,umbrella,cow,person,cow,cow	একটি ভবনের পাশে একটি প্রাচীর
Boy is wearing a blue jacket##person,person,handbag,person,surfboard,book	ছেলেটি নীল রঙের জ্যাকেট পরে আছে
a cord strung across a highway##truck,car,traffic light,car,car	একটি রাজপথ জুড়ে একটি কর্ড str
person waling in front of the buildings##car,car,car,car,surfboard,person	ব্যক্তি বিল্ডিংয়ের সামনে হাঁটছেন
A wall on the side of a building##car,bench,person,car	একটি ভবনের পাশে একটি প্রাচীর
brick building has a window##	ইট বিল্ডিং একটি উইন্ডো আছে
two lights on towards bottom of building##	বিল্ডিংয়ের নীচে দুটি লাইট
A wall on the side of a building##person,person,person,bicycle,person,person,bicycle,backpack,person,person	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##person,person,person,person,person,person,person,person,person,baseball bat	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##bench	একটি ভবনের পাশে একটি প্রাচীর
the speaker is black##tv,tv,keyboard,keyboard,keyboard,keyboard,oven,cell phone,clock	স্পিকারটি কালো
the man in all black walking##person,person	সমস্ত কালো হাঁটা মানুষ
this is a house##potted plant,vase,potted plant,person,potted plant,bench,couch,bed	এটা একটা ঘর
reflections in the water of a pool##chair,chair,umbrella,bench,bench,chair,bench,bench,chair,bench	একটি পুল জলের প্রতিচ্ছবি
white print style letter##	সাদা প্রিন্ট শৈলী চিঠি
A wall on the side of a building##person,person,person,teddy bear,dining table,bicycle,traffic light,person,person,dining table	একটি ভবনের পাশে একটি প্রাচীর
green leaves on the bush##person,person,person,person,person,person,person,person,bench,person	গুল্মে সবুজ পাতা
leaves on the tree##person,person,boat,person,person,person	গাছে পাতা
fluffy white cloud in the sky##	আকাশে ফুলফুল সাদা মেঘ
the sky is so dull and gray##	আকাশ এতটাই নিস্তেজ এবং ধূসর
Black lion statue on table##person,cake,dog,book,bottle,vase,bottle,bottle,bottle,cake	টেবিলে কালো সিংহের মূর্তি
A wall on the side of a building##car,car,car,car,car	একটি ভবনের পাশে একটি প্রাচীর
old building has a door##train	পুরানো বিল্ডিং একটি দরজা আছে
A wall on the side of a building##person,person,person,person,person,person,person,person,person,person	একটি ভবনের পাশে একটি প্রাচীর
sign on a metal rail##person,person,person,person,person,person,bench,person,chair,traffic light	একটি ধাতব রেল সাইন ইন
A wall on the side of a building##bench,bench,bench,bench	একটি ভবনের পাশে একটি প্রাচীর
wooden cross beams holding up railroad bridge##	কাঠের ক্রস বীমগুলি রেলপথ ব্রিজ ধরে রাখা
Birds in the snow##bird,cat,person,bird	বরফে পাখি
grass on the ground##kite	মাটিতে ঘাস
an old vintage car##car,car,car,car,car,car,car,truck,chair,car	একটি পুরানো মদ গাড়ি
A wall on the side of a building##person,chair	একটি ভবনের পাশে একটি প্রাচীর
Large trees in the distance##	দূরত্বে বড় গাছ trees
this picture is taken indoors##person,person,person,person,person,person,person,person,person,person	এই ছবিটি বাড়ির ভিতরে তোলা হয়েছে
Beige chairs against the wall.##chair,chair,laptop,book,traffic light,dining table,chair,laptop,tv,tv	প্রাচীরের বিরুদ্ধে বেইজ চেয়ারগুলি।
A window to the left##chair,chair,chair,chair,chair,chair,chair,potted plant,vase,dining table	বাম দিকে একটি উইন্ডো
picture on a wall##potted plant,chair,tv	একটি দেয়ালে ছবি
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
long light along the top of the back wall##cup	পিছনের প্রাচীর শীর্ষ বরাবর দীর্ঘ আলো
a couple having a snack on a park bench##person,person,person,person,person,bench,person,bench,umbrella,potted plant	একটি দম্পতি একটি পার্ক বেঞ্চে জলখাবার করছে
large patch of grass surrounding lake##	লেকের চারপাশে ঘাসের বড় প্যাচ
green needle on tree##	গাছে সবুজ সুই
A wall on the side of a building##truck	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
tassel like tail##elephant,elephant	লেজ মত ট্যাসেল
White bus with stripes and dark windows##fire hydrant,car,person,person,car,person,person,traffic light,bus,traffic light	ফিতে এবং গাঢ় উইন্ডো সহ সাদা বাস
A wall on the side of a building##car,car,car,car,traffic light,traffic light,traffic light,car,car,person	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##car,car,car,person,traffic light,person,car,person,person,person	একটি ভবনের পাশে একটি প্রাচীর
Large stripe on the man's jacket##person,person,person,person,person,person,person,person,handbag,person	লোকটির জ্যাকেটে বড় স্ট্রাইপ
A wall on the side of a building##person,person,person,person,person,person,person,person,person,person	একটি ভবনের পাশে একটি প্রাচীর
stone slab on ground##bench,bench	মাটিতে পাথরের স্ল্যাব
A wall on the side of a building##chair,cup,chair	একটি ভবনের পাশে একটি প্রাচীর
the car is gray##car,car	গাড়ী ধূসর
window on the building##person,person,person,person,person,person,person,bench,person,person	বিল্ডিং উইন্ডো
the bushes under the tree##car,person,car,person,truck,bird,car,car,person,car	গাছের নীচে গুল্ম
A wall on the side of a building##person,car,person	একটি ভবনের পাশে একটি প্রাচীর
building has black trimmed windows##car,bottle,bottle,cup	বিল্ডিং কালো ছাঁটা উইন্ডো আছে
A wall on the side of a building##car,car,car,car,car,person,car,bottle	একটি ভবনের পাশে একটি প্রাচীর
A decorative pillow##chair,chair,vase,couch,chair,dining table,potted plant,oven,dining table,vase	একটি আলংকারিক বালিশ
Design on a rug##bed,vase,chair,potted plant,chair,chair,couch,chair,book	একটি গালিচা উপর ডিজাইন
vase sitting on top of tv cabinet##wine glass,chair,chair,chair,dining table,vase,couch,dining table,chair,dining table	টিভির মন্ত্রিসভায় বসে ফুলদানি
A wall on the side of a building##chair,chair,chair,wine glass,person,couch,person,book,dining table,dining table	একটি ভবনের পাশে একটি প্রাচীর
wooden chair with square backrest##chair,chair,dining table,potted plant,chair,potted plant,vase,bowl,chair,dining table	বর্গক্ষেত্রের কাঠের চেয়ার
A wall on the side of a building##	একটি ভবনের পাশে একটি প্রাচীর
corner of hallway wall##	হলওয়ে প্রাচীর কোণে
orange in a wicker bowl##cup,cup,chair,potted plant,banana,potted plant,chair,dining table,orange,orange	একটি উইকার বাটিতে কমলা
flower picture on wall##chair,chair,tv,dining table,couch,dining table,dining table,chair,chair	দেয়ালে ফুলের ছবি
mirror hanging on wall##chair,chair,chair,vase,chair,potted plant,chair,chair,chair,chair	দেওয়ালে ঝুলন্ত আয়না
A wall on the side of a building##laptop,tv,chair,book,book,person,clock,tv,mouse,bottle	একটি ভবনের পাশে একটি প্রাচীর
A wall on the side of a building##person,person,person,person,car,person,person	একটি ভবনের পাশে একটি প্রাচীর
